Id,SalePrice
1461,129991.8671875
1462,160465.171875
1463,187321.71875
1464,196132.5625
1465,184036.828125
1466,170432.203125
1467,170213.09375
1468,166802.390625
1469,175953.5625
1470,126969.0390625
1471,197789.484375
1472,95030.3046875
1473,101151.0
1474,152342.03125
1475,120025.8359375
1476,377316.5625
1477,261699.140625
1478,286036.5
1479,238098.578125
1480,562582.5625
1481,309676.875
1482,202572.4375
1483,174621.890625
1484,171747.25
1485,187267.484375
1486,202879.25
1487,333386.78125
1488,233076.640625
1489,217992.4375
1490,227841.28125
1491,187537.921875
1492,88857.015625
1493,194461.125
1494,294469.78125
1495,288717.25
1496,235468.765625
1497,180240.828125
1498,159146.5625
1499,160262.703125
1500,157396.40625
1501,183340.359375
1502,142815.265625
1503,307023.8125
1504,229979.09375
1505,224016.890625
1506,188642.515625
1507,259410.96875
1508,185592.9375
1509,162436.59375
1510,150078.96875
1511,145425.953125
1512,170158.046875
1513,154636.84375
1514,192749.0625
1515,204179.578125
1516,147188.796875
1517,162762.953125
1518,128685.828125
1519,225757.96875
1520,135914.109375
1521,142430.9375
1522,164652.578125
1523,116395.171875
1524,125145.8359375
1525,120767.5
1526,117280.1796875
1527,106496.703125
1528,132575.28125
1529,150215.921875
1530,167458.125
1531,100334.5625
1532,93621.0625
1533,148508.453125
1534,120912.15625
1535,149958.25
1536,104208.9921875
1537,63371.234375
1538,165250.28125
1539,190112.15625
1540,89835.484375
1541,144594.484375
1542,139247.40625
1543,211253.40625
1544,78923.953125
1545,113224.0
1546,135638.0625
1547,136437.34375
1548,139307.265625
1549,114326.59375
1550,140739.828125
1551,105415.078125
1552,132718.90625
1553,152626.375
1554,112572.25
1555,164583.671875
1556,76355.8828125
1557,119020.3828125
1558,96983.25
1559,54371.109375
1560,133189.53125
1561,138976.609375
1562,127818.234375
1563,123270.578125
1564,161914.34375
1565,140940.15625
1566,229435.125
1567,72587.6328125
1568,225950.03125
1569,145105.15625
1570,138070.3125
1571,115912.5234375
1572,145983.609375
1573,246119.234375
1574,108200.8359375
1575,213460.203125
1576,240103.703125
1577,205260.5
1578,148605.546875
1579,141829.34375
1580,188936.3125
1581,146618.109375
1582,126675.234375
1583,321228.0
1584,226188.1875
1585,140634.40625
1586,74639.921875
1587,92915.8984375
1588,150680.671875
1589,100719.34375
1590,131643.453125
1591,94963.3359375
1592,115771.8984375
1593,128088.7890625
1594,144787.359375
1595,113164.1875
1596,249380.421875
1597,181301.109375
1598,207158.0625
1599,162911.515625
1600,164097.40625
1601,67127.7421875
1602,122383.65625
1603,80709.2890625
1604,272957.03125
1605,241349.671875
1606,170982.84375
1607,168989.140625
1608,214091.4375
1609,199527.96875
1610,156319.859375
1611,144776.90625
1612,160213.953125
1613,164557.90625
1614,125669.203125
1615,88067.9296875
1616,67067.703125
1617,93358.765625
1618,127896.671875
1619,140390.609375
1620,170386.703125
1621,140167.109375
1622,145245.15625
1623,269216.9375
1624,208568.046875
1625,120222.59375
1626,162697.71875
1627,196381.1875
1628,273561.4375
1629,174949.578125
1630,394440.96875
1631,219980.921875
1632,237623.015625
1633,177979.234375
1634,189060.609375
1635,176426.765625
1636,154820.265625
1637,197893.75
1638,187852.5625
1639,181509.734375
1640,261463.4375
1641,178570.640625
1642,228432.6875
1643,219493.640625
1644,227138.140625
1645,187113.078125
1646,161930.359375
1647,158628.078125
1648,132020.421875
1649,145312.921875
1650,116048.9609375
1651,119915.921875
1652,99125.6328125
1653,101900.1875
1654,146928.34375
1655,141306.0
1656,150919.96875
1657,150718.28125
1658,148435.578125
1659,123049.8046875
1660,159154.96875
1661,455594.59375
1662,419781.28125
1663,394119.28125
1664,530612.125
1665,310398.09375
1666,327284.0625
1667,364036.8125
1668,330327.78125
1669,296738.8125
1670,356805.5
1671,259462.765625
1672,541923.0
1673,284544.5
1674,248715.453125
1675,193431.5
1676,192025.328125
1677,233982.40625
1678,530890.9375
1679,376353.1875
1680,362842.375
1681,251946.90625
1682,282057.28125
1683,176049.296875
1684,165624.046875
1685,164960.6875
1686,168264.09375
1687,177658.6875
1688,191633.15625
1689,193181.5625
1690,190894.25
1691,185254.5625
1692,248667.15625
1693,177086.234375
1694,183701.09375
1695,166824.984375
1696,269258.09375
1697,174470.171875
1698,361497.78125
1699,333702.6875
1700,255427.890625
1701,260484.078125
1702,250355.734375
1703,247660.734375
1704,280847.3125
1705,232567.09375
1706,498048.96875
1707,228132.59375
1708,208872.5
1709,276976.375
1710,226937.6875
1711,261379.625
1712,269983.40625
1713,270799.46875
1714,219163.859375
1715,209311.875
1716,193055.484375
1717,173977.40625
1718,137050.25
1719,195632.65625
1720,243374.3125
1721,161217.21875
1722,121388.578125
1723,152509.3125
1724,223439.71875
1725,246134.96875
1726,188926.359375
1727,158657.03125
1728,169954.953125
1729,172646.1875
1730,162364.15625
1731,125324.1640625
1732,133003.625
1733,120041.2578125
1734,115998.578125
1735,126011.171875
1736,116211.3984375
1737,330005.84375
1738,212381.625
1739,281295.625
1740,248498.6875
1741,207500.515625
1742,178221.671875
1743,169949.59375
1744,300210.875
1745,234406.546875
1746,180350.171875
1747,214807.875
1748,234685.921875
1749,144713.4375
1750,130131.671875
1751,240442.796875
1752,121339.375
1753,145323.359375
1754,200205.5
1755,178618.015625
1756,126943.7109375
1757,127334.734375
1758,156426.484375
1759,156905.734375
1760,159778.453125
1761,134379.09375
1762,179217.046875
1763,166408.984375
1764,116717.1796875
1765,163184.609375
1766,159020.15625
1767,205382.65625
1768,145520.5
1769,172740.6875
1770,148712.453125
1771,126156.2265625
1772,135117.28125
1773,141598.6875
1774,126622.5546875
1775,136572.8125
1776,128091.046875
1777,118555.3359375
1778,139096.921875
1779,113847.8359375
1780,170288.59375
1781,128679.6640625
1782,95053.9921875
1783,149489.9375
1784,113347.765625
1785,125530.5078125
1786,126121.7578125
1787,162153.703125
1788,50564.703125
1789,99671.6015625
1790,79279.546875
1791,191245.125
1792,159514.1875
1793,132467.015625
1794,155008.734375
1795,136508.09375
1796,122994.7265625
1797,125325.03125
1798,123482.4765625
1799,113601.8046875
1800,137671.09375
1801,138336.21875
1802,122366.046875
1803,144870.578125
1804,142851.75
1805,131286.09375
1806,119896.3203125
1807,127620.9921875
1808,118542.0625
1809,131843.9375
1810,150859.859375
1811,103998.7890625
1812,94250.5
1813,127694.78125
1814,99899.8984375
1815,46157.58984375
1816,100557.7734375
1817,124561.265625
1818,145476.015625
1819,124152.84375
1820,37671.3984375
1821,116359.765625
1822,144317.0625
1823,24237.724609375
1824,133274.34375
1825,132363.140625
1826,106096.25
1827,101508.4765625
1828,132205.4375
1829,113310.140625
1830,146755.171875
1831,149411.6875
1832,61813.625
1833,148646.53125
1834,124702.609375
1835,135535.671875
1836,128549.2890625
1837,87675.3515625
1838,124786.25
1839,90937.7578125
1840,172658.359375
1841,148655.59375
1842,78395.9765625
1843,134029.078125
1844,139653.46875
1845,137947.0
1846,155933.25
1847,168038.84375
1848,49407.04296875
1849,110492.0
1850,111862.9453125
1851,156844.859375
1852,118494.6875
1853,124654.4296875
1854,160800.515625
1855,151782.078125
1856,221207.625
1857,151409.578125
1858,143702.71875
1859,116769.046875
1860,160895.625
1861,116438.734375
1862,292504.3125
1863,284540.5
1864,286104.03125
1865,325391.78125
1866,339475.75
1867,237789.09375
1868,301883.59375
1869,205033.3125
1870,241322.953125
1871,232987.765625
1872,160848.953125
1873,238608.296875
1874,143037.9375
1875,201009.53125
1876,195324.375
1877,201690.71875
1878,198983.28125
1879,126130.6484375
1880,132975.953125
1881,223981.0625
1882,248705.96875
1883,189157.375
1884,210349.96875
1885,240416.046875
1886,297873.8125
1887,206684.5
1888,286612.09375
1889,160232.125
1890,121896.7265625
1891,137594.734375
1892,103239.359375
1893,129111.9296875
1894,120154.484375
1895,130836.2578125
1896,131889.375
1897,123801.578125
1898,106325.125
1899,160917.4375
1900,144033.421875
1901,174952.796875
1902,145869.109375
1903,224443.25
1904,147718.609375
1905,193412.4375
1906,179219.9375
1907,211486.375
1908,111192.671875
1909,127258.5234375
1910,118148.5546875
1911,217547.546875
1912,299381.59375
1913,138712.203125
1914,48808.93359375
1915,341266.40625
1916,66689.0234375
1917,249522.46875
1918,138600.46875
1919,173089.109375
1920,140916.265625
1921,461561.34375
1922,332591.21875
1923,216774.453125
1924,218532.09375
1925,195807.890625
1926,417859.5
1927,137168.1875
1928,157136.078125
1929,128365.5859375
1930,136581.46875
1931,148210.46875
1932,145730.546875
1933,194541.3125
1934,185693.796875
1935,173563.203125
1936,190624.3125
1937,178718.265625
1938,182869.4375
1939,236922.109375
1940,176348.96875
1941,169785.78125
1942,192159.578125
1943,207118.328125
1944,342647.40625
1945,395049.59375
1946,157504.171875
1947,339882.9375
1948,186340.046875
1949,235583.421875
1950,184753.0
1951,236678.703125
1952,212211.515625
1953,172184.328125
1954,179863.25
1955,135175.984375
1956,281019.59375
1957,156647.84375
1958,321156.0625
1959,144411.65625
1960,113755.3671875
1961,122489.34375
1962,96687.4140625
1963,103473.171875
1964,114754.375
1965,149989.78125
1966,140195.015625
1967,299169.65625
1968,439658.25
1969,429558.59375
1970,455716.84375
1971,432365.65625
1972,398351.4375
1973,252927.703125
1974,320181.53125
1975,530143.125
1976,271528.21875
1977,350517.09375
1978,361955.96875
1979,356328.25
1980,202121.59375
1981,339920.8125
1982,237126.296875
1983,216537.828125
1984,162195.09375
1985,224493.578125
1986,208677.765625
1987,181845.828125
1988,177913.375
1989,193509.34375
1990,216704.125
1991,263646.53125
1992,222506.84375
1993,163446.640625
1994,244288.453125
1995,185106.734375
1996,245563.03125
1997,311008.40625
1998,338884.09375
1999,258783.015625
2000,327028.15625
2001,265307.65625
2002,239001.109375
2003,247068.015625
2004,259897.828125
2005,219952.921875
2006,235573.484375
2007,239566.21875
2008,226930.359375
2009,192994.546875
2010,187276.734375
2011,135474.890625
2012,176579.609375
2013,187970.53125
2014,182818.359375
2015,202473.515625
2016,201860.875
2017,198542.65625
2018,115936.9453125
2019,136664.265625
2020,103142.75
2021,105938.90625
2022,181455.671875
2023,152603.234375
2024,250960.25
2025,401179.4375
2026,172029.921875
2027,159331.0
2028,148166.890625
2029,175198.609375
2030,267299.09375
2031,236300.890625
2032,258029.625
2033,253064.21875
2034,163421.296875
2035,220928.1875
2036,185062.046875
2037,188846.0625
2038,300510.3125
2039,216685.328125
2040,335443.4375
2041,267338.71875
2042,208744.265625
2043,170599.28125
2044,169857.421875
2045,208723.203125
2046,134133.953125
2047,151124.875
2048,137804.546875
2049,139551.953125
2050,180113.671875
2051,105516.0625
2052,132780.34375
2053,144597.9375
2054,87939.703125
2055,153560.109375
2056,141772.984375
2057,114217.1484375
2058,226806.078125
2059,132468.03125
2060,170670.5625
2061,175853.9375
2062,130037.203125
2063,116809.90625
2064,147304.1875
2065,117776.015625
2066,165521.609375
2067,108533.65625
2068,123488.4453125
2069,84361.2890625
2070,113852.0078125
2071,100032.5703125
2072,121003.28125
2073,136805.0
2074,172251.34375
2075,147889.59375
2076,119710.6796875
2077,156582.0
2078,130334.140625
2079,132691.421875
2080,119165.7734375
2081,121899.796875
2082,127345.6640625
2083,144682.359375
2084,111602.84375
2085,125984.3359375
2086,138661.75
2087,118563.6875
2088,92728.0546875
2089,70411.390625
2090,131842.609375
2091,124219.609375
2092,125351.0625
2093,125018.7109375
2094,116688.171875
2095,160643.140625
2096,72268.0859375
2097,90081.8828125
2098,150537.78125
2099,58336.42578125
2100,80361.59375
2101,116409.046875
2102,126298.671875
2103,104349.53125
2104,126734.1328125
2105,133179.921875
2106,63627.453125
2107,225065.296875
2108,117175.90625
2109,116221.9453125
2110,128430.90625
2111,142979.90625
2112,141722.4375
2113,122974.375
2114,112667.921875
2115,156785.6875
2116,114069.3125
2117,153841.421875
2118,128479.5078125
2119,111421.75
2120,114816.9765625
2121,86608.0859375
2122,117394.5234375
2123,84413.609375
2124,165298.015625
2125,120910.2734375
2126,152421.453125
2127,160514.984375
2128,129414.34375
2129,95558.953125
2130,151580.453125
2131,133747.359375
2132,116895.1484375
2133,123703.6875
2134,124756.8046875
2135,91388.015625
2136,80523.28125
2137,110132.515625
2138,135403.65625
2139,156333.40625
2140,143661.203125
2141,145683.25
2142,130758.5625
2143,152954.4375
2144,104934.921875
2145,139130.125
2146,161669.296875
2147,128731.65625
2148,135095.265625
2149,149968.421875
2150,217936.953125
2151,107401.1171875
2152,182742.53125
2153,159587.90625
2154,109752.1484375
2155,141747.34375
2156,282721.65625
2157,221434.828125
2158,240956.6875
2159,207168.078125
2160,169727.5625
2161,238437.109375
2162,417914.84375
2163,358016.5
2164,237573.9375
2165,196170.65625
2166,151877.21875
